symbol,trade_date,prev_close,open_price,high_price,low_price,close_price,avg_price,volume,no_of_trades
WIPRO,10/1/2025,239.37,240,243.57,237.84,241.07,240.59,9479378,103764
WIPRO,9/30/2025,239.64,239.93,241.5,239,239.37,239.99,5590909,76129
WIPRO,9/29/2025,235.75,236.88,240.79,236.29,239.64,239.24,8894412,113119
WIPRO,9/26/2025,242,241.45,241.55,235.01,235.75,236.91,16999628,186077
WIPRO,9/25/2025,244.59,245.45,245.64,241.28,242,242.95,7957740,114006
WIPRO,9/24/2025,249.63,248.33,249.12,244.25,244.59,245.55,7888797,119211
WIPRO,9/23/2025,250.33,250.22,252,248.75,249.63,250.18,8674114,78897
WIPRO,9/22/2025,255.88,248.55,251.78,247.21,250.33,250.17,15784007,183999
WIPRO,9/19/2025,256.93,257,257.66,254.7,255.88,255.83,10741757,70932
WIPRO,9/18/2025,254.15,257,259.8,256,256.93,257.69,10498239,91505
WIPRO,9/17/2025,254.01,253.3,255.5,252.85,254.15,254.46,7339871,106539
WIPRO,9/16/2025,251.28,252,254.5,250.2,254.01,252.49,7316998,78519
WIPRO,9/15/2025,251.94,251.5,251.79,249.6,251.28,250.85,3700703,54844
WIPRO,9/12/2025,253.91,254.88,255.9,250.82,251.94,252.2,5345794,57268
WIPRO,9/11/2025,255.75,255.7,255.7,252.17,253.91,253.47,5865301,62615
WIPRO,9/10/2025,249.15,249.3,257.17,249.25,255.75,255.41,15261331,123766
WIPRO,9/9/2025,242.52,245,249.85,245,249.15,248.71,12836972,106736
WIPRO,9/8/2025,243.67,244.36,246.99,242.2,242.52,243.72,6596932,86320
WIPRO,9/5/2025,244.97,246.1,247.32,241.27,243.67,244.12,6233782,107082
WIPRO,9/4/2025,249.56,249.5,250.34,244.44,244.97,246.75,5021036,77917
WIPRO,9/3/2025,250.93,251.9,252.4,249.12,249.56,250.06,3862765,49289
WIPRO,9/2/2025,250.36,250.36,253.15,249.6,250.93,251.41,5046939,64292
WIPRO,9/1/2025,249.41,249.42,252.99,249.4,250.36,251.05,3198345,54664
WIPRO,8/29/2025,250.65,250.5,253.1,248.66,249.41,250.62,10117017,77009
WIPRO,8/28/2025,252.03,252.02,252.35,249.08,250.65,250.77,5851451,68338
WIPRO,8/26/2025,253.84,253,254.82,251.31,252.03,252.45,15797327,70418
WIPRO,8/25/2025,248.64,250.6,257.29,250.6,253.84,255.04,16391069,126819
WIPRO,8/22/2025,249.91,252,253,247.61,248.64,249.26,13572686,77178
WIPRO,8/21/2025,250.84,252.74,252.74,249.61,249.91,250.5,7607486,63179
WIPRO,8/20/2025,246.96,245.3,252.89,245.3,250.84,250.24,10099384,111418
WIPRO,8/19/2025,245.21,245.46,247.5,244.78,246.96,246.52,4090961,64648
WIPRO,8/18/2025,246.81,248.64,249.01,244.76,245.21,246.6,5789317,72478
WIPRO,8/14/2025,241.65,243.1,248.43,242.41,246.81,246.6,12857225,111213
WIPRO,8/13/2025,241.72,242.89,242.89,240.12,241.65,241.43,5820844,71750
WIPRO,8/12/2025,241.62,242.7,246.29,241.1,241.72,243.34,8101435,96929
WIPRO,8/11/2025,239.05,239.05,244.75,238.62,241.62,240.78,3047287,63216
WIPRO,8/8/2025,242.32,242.4,243.25,238.4,239.05,239.78,8922847,79296
WIPRO,8/7/2025,239.96,239.11,243.18,238.61,242.32,240.43,6190830,85305
WIPRO,8/6/2025,245.91,246,246,239.31,239.96,241.24,7700190,103533
WIPRO,8/5/2025,246.05,246.05,246.95,244.53,245.91,245.58,7383968,64537
WIPRO,8/4/2025,242.75,242.75,246.42,241.1,246.05,244.34,5234393,64857
WIPRO,8/1/2025,248.3,246.5,246.9,242.2,242.75,243.72,7436999,99441
WIPRO,7/31/2025,250.2,248.1,250.15,246.05,248.3,248.09,7338764,84657
WIPRO,7/30/2025,251.8,251.45,252.5,249.2,250.2,250.6,6057152,63965
WIPRO,7/29/2025,250.05,249.2,252.7,247.25,251.8,250.27,12923128,87366
WIPRO,7/28/2025,259.2,254,254,249,250.05,250.97,8998911,122372
WIPRO,7/25/2025,261.85,261.8,262.05,256.05,259.2,258.44,8427780,96017
WIPRO,7/24/2025,261.4,262,263.4,260.25,261.85,261.68,8139900,70205
WIPRO,7/23/2025,259.7,260.25,261.75,258.15,261.4,260.27,6510321,56622
WIPRO,7/22/2025,260.35,261.7,262.15,258.75,259.7,260,6724044,68578
WIPRO,7/21/2025,266.95,266.95,267.15,259.2,260.35,261.05,12190000,105649
WIPRO,7/18/2025,260.6,268.6,271.9,265.6,266.95,267.74,30319126,206966
WIPRO,7/17/2025,262.8,263.85,264.35,258,260.6,261.28,7484171,76199
WIPRO,7/16/2025,257.4,257.4,264,256.05,262.8,261.25,12179338,84066
WIPRO,7/15/2025,254.25,254,259.85,252.8,257.4,257.01,8750149,83644
WIPRO,7/14/2025,258.3,258.3,259.55,251.65,254.25,254.15,10388421,111556
WIPRO,7/11/2025,265.05,261,262.05,257.75,258.3,259.37,13109857,106302
WIPRO,7/10/2025,267.8,267.55,267.55,263.15,265.05,264.86,6911031,70245
WIPRO,7/9/2025,269.65,268,269.4,264.85,267.8,267.25,11564433,82512
WIPRO,7/8/2025,267.75,267.8,270.3,267.35,269.65,268.99,5519016,61212
WIPRO,7/7/2025,270.05,270.05,270.55,267.3,267.75,268.32,4849218,45796
WIPRO,7/4/2025,267.05,268.3,271.4,267.5,270.05,269.17,7141779,56595
WIPRO,7/3/2025,267,268.4,270.85,266.45,267.05,268.73,9357962,116740
WIPRO,7/2/2025,264.55,265,268.7,264.45,267,266.51,8750887,77570
WIPRO,7/1/2025,265.98,265.5,268.35,263.7,264.55,265.29,3886095,58198
WIPRO,6/30/2025,265.05,266.1,266.74,262.9,265.98,265.01,7119563,101877
WIPRO,6/27/2025,268.52,269,270,264.5,265.05,266.2,8906108,112283
WIPRO,6/26/2025,269.41,269.1,271.3,267.19,268.52,269.25,8564099,87330
WIPRO,6/25/2025,264.97,265.9,269.96,265.85,269.41,268.53,5331739,72178
WIPRO,6/24/2025,263.24,265.5,268.65,264.71,264.97,266.88,6319428,70987
WIPRO,6/23/2025,266.54,264,265.2,261.81,263.24,263.33,6214062,64958
WIPRO,6/20/2025,265.58,266,267.2,262.87,266.54,266.19,12904674,76477
WIPRO,6/19/2025,261.59,262.85,266.44,261.81,265.58,264.52,14184486,145765
WIPRO,6/18/2025,262.91,262.9,265.6,261.03,261.59,262.72,5016660,56803
WIPRO,6/17/2025,262.89,262.89,265.45,261.66,262.91,263.73,7528454,89577
WIPRO,6/16/2025,260.21,260,265.31,258,262.89,261.48,10935361,91234
WIPRO,6/13/2025,259.61,255,262.25,254,260.21,259.7,8692116,95629
WIPRO,6/12/2025,258.92,260,263,256.32,259.61,260.27,14528657,125900
WIPRO,6/11/2025,254.87,256.02,261.6,254.1,258.92,258.25,17268454,125033
WIPRO,6/10/2025,251.29,252.9,255.8,251.83,254.87,254.42,10739851,119143
WIPRO,6/9/2025,248.59,249.6,253.4,249.22,251.29,250.95,9193904,101064
WIPRO,6/6/2025,247.94,247.1,249.98,247.1,248.59,248.5,4445411,65205
WIPRO,6/5/2025,246.86,246.9,249.49,246.88,247.94,247.93,6468060,68321
WIPRO,6/4/2025,246.22,246.51,249.81,246.51,246.86,247.41,6698150,94039
WIPRO,6/3/2025,247.68,248,249.5,245.73,246.22,246.59,8573438,132360
WIPRO,6/2/2025,249.67,247.6,248.42,246.2,247.68,247.48,5846259,90742
WIPRO,5/30/2025,250.14,250,251.11,248.52,249.67,249.74,13858429,79659
WIPRO,5/29/2025,247.43,249.65,251.74,248.1,250.14,249.97,11785042,113827
WIPRO,5/28/2025,248.25,249.59,250.14,246.96,247.43,247.9,6205160,57452
WIPRO,5/27/2025,250.24,250.99,250.99,247.99,248.25,248.75,6861143,69257
WIPRO,5/26/2025,247.36,248.49,250.85,248.2,250.24,249.71,3690751,47579
WIPRO,5/23/2025,245.94,246.1,250.49,245.6,247.36,248.47,7437642,62388
WIPRO,5/22/2025,250.92,249,249.89,245,245.94,246.57,11469037,134939
WIPRO,5/21/2025,249.71,249.71,252.11,248.1,250.92,250.77,5313593,84857
WIPRO,5/20/2025,251.75,253,254.6,249.31,249.71,251.24,9366429,74602
WIPRO,5/19/2025,254.31,254.31,254.74,251.28,251.75,252.64,6788784,84813
WIPRO,5/16/2025,256.57,257,257,253.53,254.31,254.65,6640387,66512
WIPRO,5/15/2025,252.94,253.2,257.1,250.62,256.57,254.19,12083645,117124
WIPRO,5/14/2025,251.57,251.57,253.69,250.75,252.94,252.34,8839105,88004
WIPRO,5/13/2025,257.28,256.95,256.95,250.62,251.57,252.86,11714159,100429
WIPRO,5/12/2025,242.01,245.09,257.94,244.88,257.28,252.78,19791711,136844
WIPRO,5/9/2025,241.57,236.6,242.95,236.5,242.01,240.7,10582438,97358
WIPRO,5/8/2025,244.04,243.11,245.83,239.31,241.57,242.35,11434833,108236
WIPRO,5/7/2025,241.19,236.01,244.45,236.01,244.04,242.3,9130056,88615
WIPRO,5/6/2025,243.57,244.5,245.9,240.61,241.19,243.01,8869045,70760
WIPRO,5/5/2025,242.87,244,246.87,242.7,243.57,244.4,12170446,111265
WIPRO,5/2/2025,241.5,242.04,245.8,240.75,242.87,243.16,14411726,104403
WIPRO,4/30/2025,241.4,241.55,243.4,239.2,241.5,241.15,14206640,93233
WIPRO,4/29/2025,240.5,241.6,243.6,239.85,241.4,241.71,16647246,107681
WIPRO,4/28/2025,240.9,240.5,241.95,238.75,240.5,240.47,14218414,85423
WIPRO,4/25/2025,242.75,243.95,246.15,238.05,240.9,241.42,16620430,111293
WIPRO,4/24/2025,243.6,244.8,245.15,241.5,242.75,243.06,23000820,128941
WIPRO,4/23/2025,234.15,237.2,245.35,236.1,243.6,241.27,31898042,193934
WIPRO,4/22/2025,238.45,238.45,239,233.5,234.15,235.75,18367713,140022
WIPRO,4/21/2025,236.9,237.4,240.8,237.4,238.45,239.13,16298364,130844
WIPRO,4/17/2025,247.65,235,237.8,232.15,236.9,235,54875421,383213
WIPRO,4/16/2025,244,244,248.45,241.2,247.65,245.26,16203319,130894
WIPRO,4/15/2025,239.75,245.05,245.05,241.35,244,243.17,10694621,92233
WIPRO,4/11/2025,236.65,245,245,238.35,239.75,240.83,11205821,112385
WIPRO,4/9/2025,247.25,240.7,242.3,234,236.65,236.45,19063559,177126
WIPRO,4/8/2025,242.9,244.75,249.5,243.85,247.25,246.66,13806651,97863
WIPRO,4/7/2025,246.3,231.05,243.85,228,242.9,236.82,13011904,197179
WIPRO,4/4/2025,256.35,253,253.95,244.85,246.3,247.56,14639785,131920
WIPRO,4/3/2025,263.6,259.9,260.5,255.3,256.35,257.42,12262561,126957
WIPRO,4/2/2025,262.6,262.8,265.55,261.1,263.6,263.37,7136992,65188
WIPRO,4/1/2025,262.25,260.35,263,258.5,262.6,261.23,8388635,89708
WIPRO,3/28/2025,272.2,271,271.85,261.6,262.25,264.88,14283389,124803
WIPRO,3/27/2025,267.4,270,273.55,269.6,272.2,271.48,14783522,128142
WIPRO,3/26/2025,271,272,272.25,266.75,267.4,268.87,7308412,89521
WIPRO,3/25/2025,269.4,272,274.7,269.35,271,271.98,12563930,116461
WIPRO,3/24/2025,264.3,267.05,271.65,265.4,269.4,268.68,9269617,87706
WIPRO,3/21/2025,268,264,269.55,260.2,264.3,265.52,22659168,145333
WIPRO,3/20/2025,265.7,269.2,273.95,267.5,268,269.98,17038774,144401
WIPRO,3/19/2025,261.25,262,266.5,256.25,265.7,262.49,14044300,117529
WIPRO,3/18/2025,259.85,261.75,263.05,259.4,261.25,260.79,11450247,117088
WIPRO,3/17/2025,264,264,265.2,258.9,259.85,261.42,12697930,126107
M&M,3/13/2026,3031.2,2965,3025,2922.6,2931.1,2971.75,7217643,268935
M&M,3/12/2026,3168.2,3115.1,3142.8,3020,3031.2,3056.55,6968585,280715
M&M,3/11/2026,3293.7,3276,3292.9,3156,3168.2,3206.85,4574950,270477
M&M,3/10/2026,3187.6,3278,3309.4,3228.9,3293.7,3264.88,2672336,150638
M&M,3/9/2026,3332.5,3250,3250,3142.9,3187.6,3177.41,3961149,208741
M&M,3/6/2026,3348,3315,3367,3315,3332.5,3342.41,2084605,127319
M&M,3/5/2026,3264.3,3277.3,3360.6,3276.2,3348,3316.67,2304760,176362
M&M,3/4/2026,3334.3,3240,3278.1,3207.9,3264.3,3246.91,4537215,290136
M&M,3/2/2026,3397.4,3299.9,3374.9,3283,3334.3,3322.56,2997529,216425
M&M,2/27/2026,3484.6,3460,3488.1,3381.1,3397.4,3416.42,3765500,185856
M&M,2/26/2026,3491.3,3505,3507,3461.6,3484.6,3483.27,1998012,180268
M&M,2/25/2026,3433.2,3435,3500.9,3425.4,3491.3,3477.69,2273269,113036
M&M,2/24/2026,3447.1,3415,3441,3390,3433.2,3422.67,1929400,97515
M&M,2/23/2026,3412.8,3425,3457.6,3416.9,3447.1,3444.91,1789276,130536
M&M,2/20/2026,3431.8,3443,3449.9,3402.5,3412.8,3418.3,2260853,143949
M&M,2/19/2026,3530.5,3534.9,3546.5,3421.3,3431.8,3465.4,2479531,117566
M&M,2/18/2026,3489.2,3491.1,3545,3483.2,3530.5,3505.07,1682427,61192
M&M,2/17/2026,3509.7,3509.7,3515.8,3462,3489.2,3480.16,1991583,80133
M&M,2/16/2026,3533.4,3535,3549.5,3469,3509.7,3504.87,1562001,89136
M&M,2/13/2026,3593.1,3530,3596.5,3520.3,3533.4,3556.03,1632115,127136
M&M,2/12/2026,3674.9,3698.2,3699,3582.2,3593.1,3619.03,2554236,147214
M&M,2/11/2026,3675.8,3704.7,3787,3666.1,3674.9,3716.83,4787745,231155
M&M,2/10/2026,3609.6,3616.3,3699,3601,3675.8,3664.62,1917432,126715
M&M,2/9/2026,3578,3593.8,3619.1,3557.1,3609.6,3602.61,1294690,79678
M&M,2/6/2026,3572,3577,3590,3530.6,3578,3564.62,1462031,84850
M&M,2/5/2026,3574,3592,3598.8,3528.1,3572,3566.77,1251428,108408
M&M,2/4/2026,3527.9,3549,3620,3519.1,3574,3583.82,2395062,174320
M&M,2/3/2026,3463.2,3638,3643.8,3513,3527.9,3559.47,5492214,240793
M&M,2/2/2026,3363.8,3355,3472.1,3343.7,3463.2,3412.69,2950641,163507
M&M,2/1/2026,3431.8,3444.3,3525,3343,3363.8,3436.11,1608594,82282
M&M,1/30/2026,3384.4,3283,3452.4,3282.8,3431.8,3394.56,5291090,189473
M&M,1/29/2026,3449.2,3449.2,3479.6,3321,3384.4,3364.46,5592638,196343
M&M,1/28/2026,3393.5,3379,3456.9,3376,3449.2,3422.39,3964878,174289
M&M,1/27/2026,3543.4,3437.2,3497.7,3344.1,3393.5,3396.79,7139715,345827
M&M,1/23/2026,3573.7,3573.7,3596,3534.8,3543.4,3561.01,1922549,97459
M&M,1/22/2026,3553.3,3600,3620,3533.4,3573.7,3566.97,2107171,104976
M&M,1/21/2026,3557.5,3543,3586.7,3517.1,3553.3,3552.5,1587467,135680
M&M,1/20/2026,3657.4,3646,3677.5,3540,3557.5,3598.28,1753439,132221
M&M,1/19/2026,3658.2,3689,3689,3614,3657.4,3649.89,1715818,108381
M&M,1/16/2026,3649.5,3650.1,3729.9,3650.1,3658.2,3689.08,2089943,136506
M&M,1/14/2026,3661.5,3663,3682,3635.1,3649.5,3655.07,1573135,132116
M&M,1/13/2026,3682,3717,3717,3631.5,3661.5,3654.66,1700985,102955
M&M,1/12/2026,3677.3,3675.3,3717,3598.8,3682,3656.44,1665237,97831
M&M,1/9/2026,3724,3712.1,3748.5,3667.1,3677.3,3696.91,1235928,80815
M&M,1/8/2026,3748.8,3730,3756.8,3693.2,3724,3725.81,1261005,90546
M&M,1/7/2026,3785.6,3800,3808.6,3718.5,3748.8,3754.25,1046776,88136
M&M,1/6/2026,3790.3,3788,3819.1,3758.1,3785.6,3776.88,1299489,74634
M&M,1/5/2026,3802.4,3805.9,3839.9,3785,3790.3,3809.25,1574098,99676
M&M,1/2/2026,3761,3759.9,3812,3743.2,3802.4,3797.33,1478292,119277
M&M,1/1/2026,3709.2,3725,3774,3721.1,3761,3756.9,1498161,95505
M&M,12/31/2025,3660.3,3653,3723.6,3640.4,3709.2,3684.25,1868363,105249
M&M,12/30/2025,3592.1,3590,3666,3575.2,3660.3,3646.84,2063179,123302
M&M,12/29/2025,3623.1,3622.7,3640.2,3588.1,3592.1,3614.18,1034692,59021
M&M,12/26/2025,3636.7,3636.7,3647,3614.6,3623.1,3626.77,829910,38529
M&M,12/24/2025,3625.1,3624.6,3658,3612.1,3636.7,3640.27,842897,53785
M&M,12/23/2025,3616.7,3619.2,3637.5,3605,3625.1,3621.54,1413628,95084
M&M,12/22/2025,3603.6,3600,3625,3576.9,3616.7,3606.92,1400786,108908
M&M,12/19/2025,3586.6,3571,3615,3560,3603.6,3598.04,1647819,93791
M&M,12/18/2025,3612.8,3600,3611.9,3540.1,3586.6,3568.76,2446168,142491
M&M,12/17/2025,3621,3647.9,3647.9,3594,3612.8,3612.94,1209367,103978
M&M,12/16/2025,3608,3581,3633.5,3577.9,3621,3617.75,1394406,108047
M&M,12/15/2025,3679.6,3632,3665.4,3603.6,3608,3619.21,1704069,152694
M&M,12/12/2025,3665.2,3665.4,3695,3661.3,3679.6,3679.41,1078982,88836
M&M,12/11/2025,3630,3623.4,3669.1,3615.9,3665.2,3642.92,981456,81623
M&M,12/10/2025,3635.9,3660,3694.9,3626.2,3630,3654.49,1593915,99751
M&M,12/9/2025,3681.7,3658,3674.4,3604.5,3635.9,3633.2,3901255,159487
M&M,12/8/2025,3717.1,3720,3725,3671.6,3681.7,3689.44,1500195,97521
M&M,12/5/2025,3671.6,3659.3,3721.5,3642.5,3717.1,3704.63,2393280,80840
M&M,12/4/2025,3649.4,3675,3678.2,3620.2,3671.6,3662.6,1984001,114158
M&M,12/3/2025,3716.5,3736,3740,3640,3649.4,3660.65,2002476,111944
M&M,12/2/2025,3741.6,3722.8,3748,3705.5,3716.5,3721.62,2285922,108543
M&M,12/1/2025,3757.3,3790,3795,3730,3741.6,3755.36,1830158,124425
M&M,11/28/2025,3681.2,3692,3768.9,3690.1,3757.3,3749.96,2944457,150530
M&M,11/27/2025,3686.4,3701.5,3717.6,3665,3681.2,3684.9,1993274,125917
M&M,11/26/2025,3669.3,3681,3708,3669.3,3686.4,3686.1,2116524,102699
M&M,11/25/2025,3690.8,3687,3695.8,3653,3669.3,3675.94,1714176,112437
M&M,11/24/2025,3749.6,3745.1,3749.5,3677.2,3690.8,3698.21,4059935,173533
M&M,11/21/2025,3716.7,3730,3779,3726,3749.6,3758.37,3184145,133438
M&M,11/20/2025,3722.5,3744.8,3759,3711.1,3716.7,3734.77,1815617,109216
M&M,11/19/2025,3694.8,3695,3746.5,3667.8,3722.5,3719.32,1626043,79016
M&M,11/18/2025,3734.9,3718.5,3732.7,3688,3694.8,3704.51,2613743,80348
M&M,11/17/2025,3698.6,3710,3754.5,3682.3,3734.9,3731.18,2094008,113027
M&M,11/14/2025,3699.5,3700,3716.8,3660.5,3698.6,3694.19,1847028,99835
M&M,11/13/2025,3754.3,3748.2,3754.1,3690.2,3699.5,3722.97,1599079,82467
M&M,11/12/2025,3749.1,3761,3781,3740,3754.3,3759.25,1984901,122975
M&M,11/11/2025,3663.9,3699.9,3759,3670,3749.1,3718.02,3044040,151361
M&M,11/10/2025,3690.2,3690.2,3715.8,3645.1,3663.9,3670.99,1620889,108575
M&M,11/7/2025,3618.5,3615.6,3718,3566.8,3690.2,3657.39,2595934,114599
M&M,11/6/2025,3581.2,3625,3674.7,3586.3,3618.5,3632.9,4535984,236481
M&M,11/4/2025,3548.9,3548.6,3632.8,3537.2,3581.2,3579.83,3494428,158797
M&M,11/3/2025,3487.2,3511,3590,3511,3548.9,3553.25,1776510,101811
M&M,10/31/2025,3502.1,3516.1,3526.7,3483.7,3487.2,3497.71,1915577,86391
M&M,10/30/2025,3534.7,3540,3550,3496,3502.1,3509.41,2103351,154066
M&M,10/29/2025,3579.1,3580,3583.5,3522.1,3534.7,3539.66,2526473,116799
M&M,10/28/2025,3611.6,3605,3624.9,3562,3579.1,3591.79,2851093,134052
M&M,10/27/2025,3625,3626.8,3635.3,3593,3611.6,3612.5,1440893,115594
M&M,10/24/2025,3623.6,3630,3655.3,3615.1,3625,3633.7,1654500,86815
M&M,10/23/2025,3621.2,3632.1,3650,3600,3623.6,3627.7,3724956,175986
M&M,10/21/2025,3599.1,3608.2,3628.1,3604.3,3621.2,3621.39,286950,28419
M&M,10/20/2025,3647.2,3674,3676,3593,3599.1,3630.88,2827250,120487
M&M,10/17/2025,3560.8,3561,3656,3560.1,3647.2,3629.84,3339579,143948
M&M,10/16/2025,3497.2,3503,3573.2,3498.3,3560.8,3552.62,2125552,149417
M&M,10/15/2025,3459.8,3461,3500,3460,3497.2,3490.86,1319445,74577
M&M,10/14/2025,3459.7,3469.9,3487.1,3428,3459.8,3453.14,1518505,88544
M&M,10/13/2025,3454.9,3432,3470,3432,3459.7,3456.02,1090517,98582
M&M,10/10/2025,3442.9,3425,3473.9,3395.7,3454.9,3444.15,1416272,98132
M&M,10/9/2025,3426.5,3450,3475,3424,3442.9,3441.65,1997853,99935
M&M,10/8/2025,3492.8,3500,3509.7,3422.6,3426.5,3447.19,1444911,96223
M&M,10/7/2025,3472,3468.1,3521.4,3465.1,3492.8,3491.83,1508939,88944
M&M,10/6/2025,3462,3462,3480,3425.1,3472,3463.48,1156082,71226
M&M,10/3/2025,3463.4,3462.1,3492.4,3404.2,3462,3445.02,2357702,122072
M&M,10/1/2025,3427,3419.2,3501,3415.5,3463.4,3467.09,2364844,120394
M&M,9/30/2025,3418.1,3420,3454,3393.1,3427,3425.21,2611078,121816
M&M,9/29/2025,3396.5,3419,3458,3405,3418.1,3431.03,3175716,211089
M&M,9/26/2025,3530,3510,3547.5,3391.6,3396.5,3438.21,3046760,211846
M&M,9/25/2025,3574.9,3579.9,3584.1,3521.8,3530,3545.18,2106344,120749
M&M,9/24/2025,3614.6,3614.5,3626.3,3568,3574.9,3593.6,1320014,99535
M&M,9/23/2025,3584.8,3610,3679.2,3606.8,3614.6,3627.06,2523224,126861
M&M,9/22/2025,3592.1,3600,3616.6,3569.3,3584.8,3592.08,1664133,80506
M&M,9/19/2025,3642.2,3601,3636.7,3584.5,3592.1,3602.33,4018342,116789
M&M,9/18/2025,3633.2,3636.1,3650,3603.3,3642.2,3629.28,2480472,107896
M&M,9/17/2025,3608,3608,3644.9,3593.1,3633.2,3625.72,2237804,92659
M&M,9/16/2025,3530.3,3545,3619.9,3528.9,3608,3580.21,2465043,117952
M&M,9/15/2025,3589.9,3590,3603.4,3526.6,3530.3,3544.99,2550444,140495
M&M,9/12/2025,3595.7,3594.9,3641,3582,3589.9,3599.07,2839264,129437
M&M,9/11/2025,3604.4,3620,3647.9,3580,3595.7,3597.27,1949934,128933
M&M,9/10/2025,3696.3,3702,3708.9,3591.4,3604.4,3624.04,2298202,149195
M&M,9/9/2025,3701.4,3702.2,3723.8,3673.1,3696.3,3696.11,2879258,194157
M&M,9/8/2025,3561.3,3585,3715.2,3579.1,3701.4,3673.43,4623789,220538
M&M,9/5/2025,3481.5,3511,3577.8,3481.5,3561.3,3554.3,3700943,190252
M&M,9/4/2025,3286,3527,3550,3463.4,3481.5,3494.72,7600320,353688
M&M,9/3/2025,3234.5,3269,3293.7,3232.8,3286,3266.31,2672659,121638
M&M,9/2/2025,3315.4,3325,3330,3223,3234.5,3270.24,3073407,181109
M&M,9/1/2025,3199.5,3191.1,3324.9,3191.1,3315.4,3278.35,3525726,174792
M&M,8/29/2025,3295.3,3271,3280,3187,3199.5,3213.52,3017625,207686
M&M,8/28/2025,3330.8,3375,3375,3287.3,3295.3,3308.84,2936428,180770
M&M,8/26/2025,3398.9,3395,3414,3318.1,3330.8,3354.33,3122442,145646
M&M,8/25/2025,3403,3428,3429,3381.8,3398.9,3396.86,1859862,132740
M&M,8/22/2025,3375.1,3380,3420,3375.4,3403,3399.83,2509867,129261
M&M,8/21/2025,3395.6,3410,3410,3370,3375.1,3387.18,1964795,112757
M&M,8/20/2025,3354,3354.1,3404.2,3335,3395.6,3374.4,2957816,176971
M&M,8/19/2025,3383.1,3400,3403.9,3338.1,3354,3367.12,2596242,214611
M&M,8/18/2025,3265.4,3350,3432,3335.3,3383.1,3401.48,5787481,329583
M&M,8/14/2025,3282.2,3273.2,3313.5,3262,3265.4,3276.6,1508721,104267
M&M,8/13/2025,3236.5,3255,3300,3238.7,3282.2,3273,2436029,114569
M&M,8/12/2025,3186.2,3186.1,3253,3185.1,3236.5,3235.18,3315978,152785
M&M,8/11/2025,3144.2,3150.9,3230,3130.3,3186.2,3169.91,2046761,132454
M&M,8/8/2025,3211.1,3207,3214.9,3135.6,3144.2,3169.17,1721037,135295
M&M,8/7/2025,3227.5,3198,3229.6,3161.1,3211.1,3203.57,2374621,96751
M&M,8/6/2025,3212.2,3212.2,3240.1,3178.6,3227.5,3212.42,1866321,101809
M&M,8/5/2025,3200.2,3195,3222,3170.1,3212.2,3198.75,1805644,94042
M&M,8/4/2025,3159.3,3170,3223,3160,3200.2,3200.23,2684012,101458
M&M,8/1/2025,3203.1,3205,3205,3116.7,3159.3,3160.76,3781457,183054
M&M,7/31/2025,3208.9,3225,3238.2,3135.6,3203.1,3199.17,4465859,242288
M&M,7/30/2025,3199.4,3195,3241.6,3151.9,3208.9,3191.71,2199654,155483
M&M,7/29/2025,3209.8,3203,3225.9,3186.6,3199.4,3203.08,1824673,132200
M&M,7/28/2025,3246.4,3246.4,3256.9,3199.2,3209.8,3219.27,1939520,111553
M&M,7/25/2025,3260.9,3256,3259,3214,3246.4,3237.82,1475856,74302
M&M,7/24/2025,3268.8,3255,3286.5,3243.7,3260.9,3264.66,1469406,108929
M&M,7/23/2025,3257.2,3260,3303,3248,3268.8,3274.46,2159800,120588
M&M,7/22/2025,3246.7,3246.7,3271.9,3210.5,3257.2,3242.64,1854072,131531
M&M,7/21/2025,3192.4,3177,3253.6,3152.8,3246.7,3223.16,2436535,129022
M&M,7/18/2025,3195,3208,3252,3176.7,3192.4,3202.66,2040381,126629
M&M,7/17/2025,3196.5,3186.3,3238,3171,3195,3192.87,3267180,125112
M&M,7/16/2025,3128.6,3128.6,3210,3082.4,3196.5,3154.19,2892812,140712
M&M,7/15/2025,3092.1,3086.1,3148.3,3082.9,3128.6,3123.96,2826720,123399
M&M,7/14/2025,3073.2,3072.8,3104.8,3053.6,3092.1,3089.15,2958843,93030
M&M,7/11/2025,3162.4,3158,3162.4,3062.4,3073.2,3091.91,3041614,150131
M&M,7/10/2025,3176.3,3172.1,3192.6,3137.6,3162.4,3161.04,1701384,84149
M&M,7/9/2025,3157.9,3145,3189,3141,3176.3,3174.88,1245661,69074
M&M,7/8/2025,3160.2,3150,3168,3123,3157.9,3145.25,1513129,120541
M&M,7/7/2025,3162.5,3162.5,3173,3152.1,3160.2,3163.69,853459,68501
M&M,7/4/2025,3174.4,3161.1,3177,3134.1,3162.5,3155.27,968006,63482
M&M,7/3/2025,3165.2,3165.2,3221,3164.8,3174.4,3196.86,2102806,98684
M&M,7/2/2025,3176.1,3168,3202.7,3153.7,3165.2,3172.44,1559309,76219
M&M,7/1/2025,3183.2,3188,3218,3168.2,3176.1,3188.97,1407074,90034
M&M,6/30/2025,3203.3,3205.4,3219.8,3161,3183.2,3184.38,2083572,111475
M&M,6/27/2025,3215.8,3205,3241.5,3187.1,3203.3,3206.86,5098406,176163
M&M,6/26/2025,3215.5,3225.9,3238,3183.5,3215.8,3208.13,2907261,161956
M&M,6/25/2025,3150.1,3180,3225.5,3160.5,3215.5,3195.35,2078771,101906
